ICCID;IMSI;MSISDN;Billing Status;Data Session;Active Price Plan;Base Price Plan;Technology;Data Volume;SMS MO/MT Count;Voice MO/MT Duration;Country;Activation Date (UTC);Group;Device;Roaming Profile;APN Group;APN & Static IP;Service Profile;IMEI
89430301722110310370;232031721031037;436761723010544;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Ecuador;2022-07-05;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.196.130;DATA/SMS [TMA]
89430301722110310388;232031721031038;436761723010545;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;880821;0 / 0;0 / 0;Ecuador;2022-05-13;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.186.233;DATA/SMS [TMA]
89430301722110310396;232031721031039;436761723010546;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;1449992;0 / 0;0 / 0;Colombia;2023-08-17;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.224.87;DATA/SMS [TMA]
89430301722110310404;232031721031040;436761723010547;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;1176304;0 / 0;0 / 0;Colombia;2022-06-20;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.174.138;DATA/SMS [TMA]
89430301722110310412;232031721031041;436761723010548;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Ecuador;2022-06-20;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.159.244;DATA/SMS [TMA]
89430301722110310420;232031721031042;436761723010549;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;839918;0 / 0;0 / 0;Colombia;2022-06-10;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.156.224;DATA/SMS [TMA]
89430301722110310438;232031721031043;436761723010550;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;673606;0 / 0;0 / 0;Colombia;2022-06-10;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.129.41;DATA/SMS [TMA]
89430301722110310446;232031721031044;436761723010551;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;504624;0 / 0;0 / 0;Ecuador;2022-06-20;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.190.88;DATA/SMS [TMA]
89430301722110310453;232031721031045;436761723010552;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;5083526;0 / 0;0 / 0;Colombia;2022-06-23;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.237.36;DATA/SMS [TMA]
89430301722110310461;232031721031046;436761723010553;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;3939144;0 / 0;0 / 0;Colombia;2023-08-09;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.169.244;DATA/SMS [TMA]
89430301722110310479;232031721031047;436761723010554;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;1058335;0 / 0;0 / 0;Colombia;2023-08-11;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.166.181;DATA/SMS [TMA]
89430301722110310487;232031721031048;436761723010555;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;;0 / 0;0 / 0;Colombia;2023-08-08;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.242.169;DATA/SMS [TMA]
89430301722110310495;232031721031049;436761723010556;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;182227;0 / 0;0 / 0;Colombia;2023-08-08;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.185.108;DATA/SMS [TMA]
89430301722110310503;232031721031050;436761723010557;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;;0 / 0;0 / 0;Colombia;2023-08-08;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.155.226;DATA/SMS [TMA]
89430301722110310511;232031721031051;436761723010558;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;514356;0 / 0;0 / 0;Colombia;2023-08-15;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.158.220;DATA/SMS [TMA]
89430301722110310529;232031721031052;436761723010559;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;835125;0 / 0;0 / 0;Colombia;2023-08-14;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.248.96;DATA/SMS [TMA]
89430301722110310537;232031721031053;436761723010560;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;1626287;0 / 0;0 / 0;Colombia;2023-08-12;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.200.128;DATA/SMS [TMA]
89430301722110310545;232031721031054;436761723010561;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2023-08-13;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.191.92;DATA/SMS [TMA]
89430301722110310552;232031721031055;436761723010562;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;1679651;0 / 0;0 / 0;Colombia;2023-08-12;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.132.58;DATA/SMS [TMA]
89430301722110310560;232031721031056;436761723010563;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;916144;0 / 0;0 / 0;Colombia;2023-08-11;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.187.174;DATA/SMS [TMA]
89430301722110310578;232031721031057;436761723010564;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2023-08-10;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.160.97;DATA/SMS [TMA]
89430301722110310586;232031721031058;436761723010565;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;285589;0 / 0;0 / 0;Colombia;2023-09-30;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.178.54;DATA/SMS [TMA]
89430301722110310594;232031721031059;436761723010566;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;857769;0 / 0;0 / 0;Colombia;2022-11-23;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.189.6;DATA/SMS [TMA]
89430301722110310602;232031721031060;436761723010567;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;695466;0 / 0;0 / 0;Colombia;2023-08-10;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.203.19;DATA/SMS [TMA]
89430301722110310610;232031721031061;436761723010568;Suspended;;RASTREAR_10MB_ZoneD_Colombia_Pool;;;;0 / 0;0 / 0;;2022-04-12;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.219.16;DATA/SMS [TMA]
89430301722110310628;232031721031062;436761723010569;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;198372;0 / 0;0 / 0;Colombia;2022-03-02;RASTREAR;IPX419;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.169.199;DATA/SMS [TMA]
89430301722110310636;232031721031063;436761723010570;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;513479;0 / 0;0 / 0;Colombia;2022-02-25;GUIO;swn132;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.134.174;DATA/SMS [TMA]
89430301722110310644;232031721031064;436761723010571;Suspended;;RASTREAR_10MB_ZoneD_Colombia_Pool;;;;0 / 0;0 / 0;;2022-04-04;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.167.64;DATA/SMS [TMA]
89430301722110310651;232031721031065;436761723010572;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;517329;0 / 0;0 / 0;Colombia;2022-07-12;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.147.141;DATA/SMS [TMA]
89430301722110310669;232031721031066;436761723010573;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;654910;0 / 0;0 / 0;Colombia;2022-07-12;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.191.254;DATA/SMS [TMA]
89430301722110310677;232031721031067;436761723010574;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;470438;0 / 0;0 / 0;Colombia;2022-07-12;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.231.94;DATA/SMS [TMA]
89430301722110310685;232031721031068;436761723010575;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;546889;0 / 0;0 / 0;Colombia;2022-07-12;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.146.195;DATA/SMS [TMA]
89430301722110310693;232031721031069;436761723010576;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;286234;0 / 0;0 / 0;Colombia;2022-07-12;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.175.220;DATA/SMS [TMA]
89430301722110310701;232031721031070;436761723010577;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;495017;0 / 0;0 / 0;Colombia;2022-07-12;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.161.190;DATA/SMS [TMA]
89430301722110310719;232031721031071;436761723010578;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;724232;0 / 0;0 / 0;Colombia;2022-07-13;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.226.237;DATA/SMS [TMA]
89430301722110310727;232031721031072;436761723010579;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;131548;0 / 0;0 / 0;Colombia;2022-04-12;GUIO;CQT83F;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.230.217;DATA/SMS [TMA]
89430301722110310735;232031721031073;436761723010580;In Testing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;;0 / 0;0 / 0;Colombia;;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.130.78;DATA/SMS [TMA]
89430301722110310743;232031721031074;436761723010581;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;344670;0 / 0;0 / 0;Colombia;2022-07-13;GUIO;LHS970;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.175.115;DATA/SMS [TMA]
89430301722110310750;232031721031075;436761723010582;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;393581;0 / 0;0 / 0;Colombia;2022-07-12;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.196.155;DATA/SMS [TMA]
89430301722110310768;232031721031076;436761723010583;Suspended;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;;0 / 0;0 / 0;Colombia;2022-04-12;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.222.222;DATA/SMS [TMA]
89430301722110310776;232031721031077;436761723010584;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;;0 / 0;0 / 0;Colombia;2022-04-12;GUIO;CQT84F;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.211.129;DATA/SMS [TMA]
89430301722110310784;232031721031078;436761723010585;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;353028;0 / 0;0 / 0;Colombia;2022-07-12;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.244.120;DATA/SMS [TMA]
89430301722110310792;232031721031079;436761723010586;In Testing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;;0 / 0;0 / 0;Colombia;;GUIO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.142.9;DATA/SMS [TMA]
89430301722110310800;232031721031080;436761723010587;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;124453;0 / 0;0 / 0;Colombia;2022-03-08;GUIO;yap203;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.163.88;DATA/SMS [TMA]
89430301722110310818;232031721031081;436761723010588;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;845692;0 / 0;0 / 0;Ecuador;2022-03-01;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.226.38;DATA/SMS [TMA]
89430301722110310826;232031721031082;436761723010589;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2022-03-01;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.193.213;DATA/SMS [TMA]
89430301722110310834;232031721031083;436761723010590;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;887340;0 / 0;0 / 0;Ecuador;2022-03-01;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.191.72;DATA/SMS [TMA]
89430301722110310842;232031721031084;436761723010591;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2022-03-09;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.251.254;DATA/SMS [TMA]
89430301722110310859;232031721031085;436761723010592;Suspended;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Ecuador;2022-03-01;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.156.83;DATA/SMS [TMA]
89430301722110310867;232031721031086;436761723010593;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2022-03-01;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.130.39;DATA/SMS [TMA]
89430301722110310875;232031721031087;436761723010594;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;928873;0 / 0;0 / 0;Colombia;2022-03-09;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.162.239;DATA/SMS [TMA]
89430301722110310883;232031721031088;436761723010595;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;1072986;0 / 0;0 / 0;Colombia;2022-03-11;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.132.28;DATA/SMS [TMA]
89430301722110310891;232031721031089;436761723010596;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2022-03-13;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.164.183;DATA/SMS [TMA]
89430301722110310909;232031721031090;436761723010597;Suspended;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2022-03-04;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.201.98;DATA/SMS [TMA]
89430301722110310917;232031721031091;436761723010598;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;833263;0 / 0;0 / 0;Colombia;2022-03-17;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.255.55;DATA/SMS [TMA]
89430301722110310925;232031721031092;436761723010599;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;882343;0 / 0;0 / 0;Colombia;2022-03-11;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.207.180;DATA/SMS [TMA]
